1ɯ3ɯATA 23ɯCɯ0ɯ0ɯ
2ɯ3ɯATA 23ɯAɯ0ɯ0ɯ
3ɯ3ɯATA 23ɯAɯ0ɯ0ɯ
4ɯ3ɯATA 23ɯAɯ0ɯ0ɯ
5ɯ3ɯATA 23ɯDɯ0ɯ0ɯ
6ɯ3ɯATA 23ɯAɯ0ɯ0ɯ
7ɯ3ɯATA 23ɯBɯ0ɯ0ɯ
8ɯ3ɯATA 23ɯCɯ0ɯ0ɯ
9ɯ3ɯATA 23ɯCɯ0ɯ0ɯ
10ɯ3ɯATA 23ɯAɯ0ɯ0ɯ
11ɯ3ɯATA 23ɯCɯ0ɯ0ɯ
12ɯ3ɯATA 23ɯBɯ0ɯ0ɯ
13ɯ3ɯATA 23ɯBɯ0ɯ0ɯ
14ɯ3ɯATA 23ɯDɯ0ɯ0ɯ
15ɯ3ɯATA 23ɯBɯ0ɯ0ɯ
16ɯ3ɯATA 23ɯAɯ0ɯ0ɯ
17ɯ3ɯATA 23ɯCɯ0ɯ0ɯ
18ɯ3ɯATA 23ɯAɯ0ɯ0ɯ
19ɯ3ɯATA 23ɯCɯ0ɯ0ɯ
20ɯ3ɯATA 23ɯBɯ0ɯ0ɯ
21ɯ3ɯATA 23ɯAɯ0ɯ0ɯ
22ɯ3ɯATA 23ɯBɯ0ɯ0ɯ
23ɯ3ɯATA 24ɯDɯ0ɯ0ɯ
24ɯ3ɯATA 24ɯCɯ0ɯ0ɯ
25ɯ3ɯATA 24ɯBɯ0ɯ0ɯ
26ɯ3ɯATA 24ɯCɯ0ɯ0ɯ
27ɯ3ɯATA 24ɯCɯ0ɯ0ɯ
28ɯ3ɯATA 24ɯBɯ0ɯ0ɯ
29ɯ3ɯATA 24ɯCɯ0ɯ0ɯ
30ɯ3ɯATA 24ɯBɯ0ɯ0ɯ
31ɯ3ɯATA 24ɯAɯ0ɯ0ɯ
32ɯ3ɯATA 24ɯAɯ0ɯ0ɯ
33ɯ3ɯATA 24ɯCɯ0ɯ0ɯ
34ɯ3ɯATA 24ɯBɯ0ɯ0ɯ
35ɯ3ɯATA 24ɯBɯ0ɯ0ɯ
36ɯ3ɯATA 24ɯAɯ0ɯ0ɯ
37ɯ3ɯATA 24ɯCɯ0ɯ0ɯ
38ɯ3ɯATA 24ɯAɯ0ɯ0ɯ
39ɯ3ɯATA 24ɯAɯ0ɯ0ɯ
40ɯ3ɯATA 24ɯBɯ0ɯ0ɯ
41ɯ3ɯATA 24ɯDɯ0ɯ0ɯ
42ɯ3ɯATA 24ɯAɯ0ɯ0ɯ
43ɯ3ɯATA 24ɯDɯ0ɯ0ɯ
44ɯ3ɯATA 24ɯBɯ0ɯ0ɯ
45ɯ3ɯATA 24ɯBɯ0ɯ0ɯ
46ɯ3ɯATA 24ɯBɯ0ɯ0ɯ
47ɯ3ɯATA 24ɯAɯ0ɯ0ɯ
48ɯ3ɯATA 24ɯBɯ0ɯ0ɯ
49ɯ3ɯATA 24ɯCɯ0ɯ0ɯ
50ɯ3ɯATA 24ɯCɯ0ɯ0ɯ
51ɯ3ɯATA 29ɯBɯ0ɯ0ɯ
52ɯ3ɯATA 29ɯDɯ0ɯ0ɯ
53ɯ3ɯATA 29ɯCɯ0ɯ0ɯ
54ɯ3ɯATA 29ɯCɯ0ɯ0ɯ
55ɯ3ɯATA 29ɯAɯ0ɯ0ɯ
56ɯ3ɯATA 29ɯAɯ0ɯ0ɯ
57ɯ3ɯATA 29ɯBɯ0ɯ0ɯ
58ɯ3ɯATA 29ɯCɯ0ɯ0ɯ
59ɯ3ɯATA 29ɯAɯ0ɯ0ɯ
60ɯ3ɯATA 29ɯAɯ0ɯ0ɯ
61ɯ3ɯATA 29ɯBɯ0ɯ0ɯ
62ɯ3ɯATA 29ɯAɯ0ɯ0ɯ
63ɯ3ɯATA 29ɯAɯ0ɯ0ɯ
64ɯ3ɯATA 29ɯAɯ0ɯ0ɯ
65ɯ3ɯATA 29ɯAɯ0ɯ0ɯ
66ɯ3ɯATA 29ɯDɯ0ɯ0ɯ
67ɯ3ɯATA 29ɯBɯ0ɯ0ɯ
68ɯ3ɯATA 29ɯBɯ0ɯ0ɯ
69ɯ3ɯATA 29ɯBɯ0ɯ0ɯ
70ɯ3ɯATA 52ɯCɯ0ɯ0ɯ
71ɯ3ɯATA 52ɯBɯ0ɯ0ɯ
72ɯ3ɯATA 52ɯCɯ0ɯ0ɯ
73ɯ3ɯATA 52ɯCɯ0ɯ0ɯ
74ɯ3ɯATA 52ɯBɯ0ɯ0ɯ
75ɯ3ɯATA 52ɯBɯ0ɯ0ɯ
76ɯ3ɯATA 52ɯCɯ0ɯ0ɯ
77ɯ3ɯATA 52ɯAɯ0ɯ0ɯ
78ɯ3ɯATA 52ɯBɯ0ɯ0ɯ
79ɯ3ɯATA 52ɯCɯ0ɯ0ɯ
80ɯ3ɯATA 52ɯBɯ0ɯ0ɯ
81ɯ3ɯATA 52ɯCɯ0ɯ0ɯ
82ɯ3ɯATA 52ɯBɯ0ɯ0ɯ
83ɯ3ɯATA 52ɯCɯ0ɯ0ɯ
84ɯ3ɯATA 52ɯDɯ0ɯ0ɯ
85ɯ3ɯATA 52ɯDɯ0ɯ0ɯ
86ɯ3ɯATA 52ɯAɯ0ɯ0ɯ
87ɯ3ɯATA 52ɯCɯ0ɯ0ɯ
88ɯ3ɯATA 52ɯAɯ0ɯ0ɯ
89ɯ3ɯEES SALVɯAɯ0ɯ0ɯ
